code,relative value,pc/tc split,schedule
46611,1.05,,medical
46612,1.23,,medical
46614,1.17,,medical
46615,1.23,,medical
46700,4.79,,medical
46705,5.37,,medical
46706,1.87,,medical
46707,3.50,,medical
46710,7.59,,medical
46712,15.88,,medical
46715,4.67,,medical
46716,5.84,,medical
46730,11.68,,medical
46735,12.85,,medical
46740,14.01,,medical
46742,15.42,,medical
46744,19.04,,medical
46746,20.96,,medical
46748,23.18,,medical
46750,6.42,,medical
46751,5.84,,medical
46753,4.09,,medical
46754,0.93,,medical
46760,8.18,,medical
46761,11.68,,medical
46762,14.60,,medical
46900,0.47,,medical
46910,0.88,,medical
46916,1.05,,medical
46917,2.34,,medical
46922,1.58,,medical
46924,3.50,,medical
46930,0.82,,medical
46940,0.58,,medical
46942,0.58,,medical
46945,0.93,,medical
46946,1.40,,medical
46947,1.64,,medical
46999,BR,,medical
47000,1.52,,medical
47001,0.82,,medical
47010,7.01,,medical
47015,7.01,,medical
47100,5.26,,medical
47120,12.50,,medical
47122,17.52,,medical
47125,17.52,,medical
47130,17.52,,medical
47133,BR,,medical
47135,42.78,,medical
47140,30.62,,medical
47141,34.19,,medical
47142,41.05,,medical
47143,BR,,medical
47144,BR,,medical
47145,BR,,medical
47146,2.89,,medical
47147,3.37,,medical
47300,8.53,,medical
47350,8.53,,medical
47360,11.68,,medical
47361,14.01,,medical
47362,7.01,,medical
47370,10.77,,medical
47371,11.01,,medical
47379,BR,,medical
47380,12.50,,medical
47381,12.96,,medical
47382,6.92,,medical
47383,55.23,,medical
47399,BR,,medical
47400,11.68,,medical
47420,9.93,,medical
47425,12.91,,medical
47460,9.93,,medical
47480,7.94,,medical
47490,3.50,,medical
47531,2.55,,medical
47532,6.41,,medical
47533,9.91,,medical
47534,11.84,,medical
47535,8.18,,medical
47536,5.55,,medical
47537,2.95,,medical
47538,34.77,,medical
47539,38.53,,medical
47540,39.37,,medical
47541,9.44,,medical
47542,3.72,,medical
47543,3.84,,medical
47544,8.65,,medical
47550,1.75,,medical
47552,2.34,,medical
47553,2.80,,medical
47554,2.80,,medical
47555,2.80,,medical
47556,2.80,,medical
47562,8.76,,medical
47563,9.34,,medical
47564,10.28,,medical
47570,8.76,,medical
47579,BR,,medical
47600,8.76,,medical
47605,9.81,,medical
47610,10.28,,medical
47612,15.77,,medical
47620,11.68,,medical
47700,8.76,,medical
47701,16.12,,medical
47711,14.13,,medical
47712,15.30,,medical
47715,10.39,,medical
47720,8.76,,medical
47721,11.10,,medical
47740,9.93,,medical
47741,12.26,,medical
47760,12.26,,medical
47765,13.43,,medical
47780,15.77,,medical
47785,17.52,,medical
47800,12.85,,medical
47801,7.71,,medical
47802,13.43,,medical
47900,7.59,,medical
47999,BR,,medical
48000,7.59,,medical
48001,19.15,,medical
48020,10.51,,medical
48100,8.18,,medical
48102,1.99,,medical
48105,20.09,,medical
48120,10.51,,medical
48140,12.26,,medical
48145,14.01,,medical
48146,16.35,,medical
48148,14.01,,medical
48150,23.36,,medical
48152,21.61,,medical
48153,23.36,,medical
48154,21.61,,medical
48155,19.85,,medical
48160,23.94,,medical
48400,1.87,,medical
48500,8.76,,medical
48510,11.68,,medical
48520,9.93,,medical
48540,11.68,,medical
48545,10.28,,medical
48547,21.02,,medical
48548,14.72,,medical
48550,BR,,medical
48551,BR,,medical
48552,2.07,,medical
48554,22.34,,medical
48556,12.35,,medical
48999,BR,,medical
49000,7.01,,medical
49002,7.01,,medical
49010,7.01,,medical
49020,6.42,,medical
49040,7.94,,medical
49060,7.59,,medical
49062,5.84,,medical
49082,0.61,,medical
49083,0.95,,medical
49084,0.87,,medical
49180,1.75,,medical
49185,7.62,,medical
49203,9.34,,medical
49204,11.68,,medical
49205,14.01,,medical
49215,13.20,,medical
49220,11.68,,medical
49250,4.09,,medical
49255,5.84,,medical
49320,5.02,,medical
49321,5.61,,medical
49322,5.61,,medical
49323,5.84,,medical
49324,3.85,,medical
49325,3.97,,medical
49326,2.10,,medical
49327,1.28,,medical
49329,BR,,medical
49400,0.82,,medical
49402,7.01,,medical
49405,6.50,,medical
49406,6.50,,medical
49407,1.17,,medical
49411,1.99,,medical
49412,1.05,,medical
49418,3.27,,medical
49419,4.67,,medical
49421,4.67,,medical
49422,3.50,,medical
49423,1.75,,medical
49424,0.88,,medical
49425,7.36,,medical
49426,7.36,,medical
49427,0.76,,medical
49428,2.34,,medical
49429,5.96,,medical
49435,1.17,,medical
49436,1.64,,medical
49440,9.34,,medical
49441,10.51,,medical
49442,8.99,,medical
49446,9.11,,medical
49450,6.66,,medical
49451,7.01,,medical
49452,8.18,,medical
49460,7.01,,medical
49465,1.64,,medical
49491,6.42,,medical
49492,7.33,,medical
49495,5.84,,medical
49496,6.66,,medical
49500,5.26,,medical
49501,6.07,,medical
49505,5.61,,medical
49507,6.42,,medical
49520,6.42,,medical
49521,7.36,,medical
49525,6.07,,medical
49540,6.07,,medical
49550,5.26,,medical
49553,6.07,,medical
49555,5.72,,medical
49557,6.54,,medical
49560,7.01,,medical
49561,8.06,,medical
49565,8.06,,medical
49566,9.23,,medical
49568,1.87,,medical
49570,4.09,,medical
49572,5.11,,medical
49580,4.55,,medical
49582,5.26,,medical
49585,5.26,,medical
49587,6.07,,medical
49590,5.84,,medical
49600,6.42,,medical
49605,10.51,,medical
49606,7.88,,medical
49610,6.42,,medical
49611,6.42,,medical
49650,5.61,,medical
49651,6.42,,medical
49652,8.53,,medical
49653,10.51,,medical
49654,9.58,,medical
49655,11.68,,medical
49656,9.69,,medical
49657,14.01,,medical
49659,BR,,medical
49900,5.84,,medical
49904,5.84,,medical
49905,4.67,,medical
49906,BR,,medical
49999,BR,,medical
50010,7.02,,medical
50020,6.27,,medical
50040,8.43,,medical
50045,8.43,,medical
50060,8.90,,medical
50065,11.24,,medical
50070,10.86,,medical
50075,11.52,,medical
50080,9.08,,medical
50081,10.44,,medical
50100,5.62,,medical
50120,8.43,,medical
50125,8.43,,medical
50130,8.43,,medical
50135,10.30,,medical
50200,1.69,,medical
50205,4.21,,medical
50220,8.43,,medical
50225,10.11,,medical
50230,12.78,,medical
50234,10.30,,medical
50236,10.77,,medical
50240,10.30,,medical
50250,9.93,,medical
50280,7.49,,medical
50290,7.49,,medical
50300,BR,,medical
50320,12.69,,medical
50323,BR,,medical
50325,BR,,medical
50327,1.91,,medical
50328,1.67,,medical
50329,1.56,,medical
50340,8.43,,medical
50360,22.61,,medical
50365,22.76,,medical
50370,7.49,,medical
50380,14.98,,medical
50382,14.52,,medical
50384,14.05,,medical
50385,2.90,,medical
50386,2.43,,medical
50387,7.02,,medical
50389,4.87,,medical
50390,1.31,,medical
50391,1.22,,medical
50395,2.81,,medical
50396,0.47,,medical
50400,9.37,,medical
50405,11.24,,medical
50430,3.79,,medical
50431,1.35,,medical
50432,6.37,,medical
50433,8.72,,medical
50434,6.83,,medical
50435,0.42,,medical
50500,8.43,,medical
50520,8.43,,medical
50525,10.30,,medical
50526,10.30,,medical
50540,13.11,,medical
50541,7.49,,medical
50542,8.43,,medical
50543,10.30,,medical
50544,9.37,,medical
50545,13.39,,medical
50546,8.43,,medical
50547,14.98,,medical
50548,10.30,,medical
50549,BR,,medical
50551,0.94,,medical
50553,1.97,,medical
50555,2.15,,medical
50557,2.53,,medical
50561,3.00,,medical
50562,3.61,,medical
50570,1.12,,medical
50572,2.15,,medical
50574,2.25,,medical
50575,3.75,,medical
50576,2.72,,medical
50580,3.18,,medical
50590,9.37,,medical
50592,46.83,,medical
50593,6.09,,medical
50600,7.49,,medical
50605,4.68,,medical
50606,5.79,,medical
50610,7.96,,medical
50620,7.49,,medical
50630,7.96,,medical
50650,8.43,,medical
50660,9.83,,medical
50684,0.30,,medical
50686,0.37,,medical
50688,0.33,,medical
50690,0.37,,medical
50693,8.15,,medical
50694,8.95,,medical
50695,10.99,,medical
50700,8.43,,medical
50705,15.94,,medical
50706,8.15,,medical
50715,8.43,,medical
50722,6.56,,medical
50725,11.24,,medical
50727,5.62,,medical
50728,7.49,,medical
50740,9.83,,medical
50750,10.30,,medical
50760,9.83,,medical
50770,10.30,,medical
50780,9.83,,medical
50782,10.77,,medical
50783,11.24,,medical
50785,11.71,,medical
50800,9.83,,medical
50810,14.98,,medical
50815,14.98,,medical
50820,14.98,,medical
50825,16.39,,medical
50830,9.37,,medical
50840,14.98,,medical
50845,10.68,,medical
50860,7.49,,medical
50900,8.43,,medical
50920,8.43,,medical
50930,10.30,,medical
50940,8.43,,medical
50945,7.49,,medical
50947,11.10,,medical
50948,9.83,,medical
50949,BR,,medical
50951,0.84,,medical
50953,1.87,,medical
50955,2.06,,medical
50957,2.43,,medical
50961,2.90,,medical
50970,1.03,,medical
50972,2.06,,medical
50974,2.25,,medical
50976,2.62,,medical
50980,3.09,,medical
51020,5.62,,medical
51030,5.62,,medical
51040,4.68,,medical
51045,5.15,,medical
51050,5.62,,medical
51060,7.49,,medical
51065,6.56,,medical
51080,4.21,,medical
51100,0.35,,medical
51101,0.37,,medical
51102,0.84,,medical
51500,6.09,,medical
51520,6.56,,medical
51525,8.43,,medical
51530,6.56,,medical
51535,6.56,,medical
51550,6.56,,medical
51555,8.43,,medical
51565,10.30,,medical
51570,11.24,,medical
51575,16.86,,medical
51580,16.58,,medical
51585,20.60,,medical
51590,21.35,,medical
51595,24.54,,medical
51596,23.41,,medical
51597,26.69,,medical
51600,0.28,,medical
51605,0.37,,medical
51610,0.42,,medical
51700,0.19,,medical
51701,0.18,,medical
51702,0.18,,medical
51703,0.33,,medical
51705,0.28,,medical
51710,1.12,,medical
51715,2.25,,medical
51720,0.37,,medical
51725,0.61,85/15,medical
51726,0.70,85/15,medical
51727,1.24,37/63,medical
51728,1.24,37/63,medical
51729,1.26,37/63,medical
51736,0.30,85/15,medical
51741,0.37,85/15,medical
51784,0.66,85/15,medical
51785,0.66,85/15,medical
51792,0.66,85/15,medical
51797,0.70,85/15,medical
51798,0.70,85/15,medical
51800,9.37,,medical
51820,13.58,,medical
51840,7.30,,medical
51841,8.24,,medical
51845,7.02,,medical
51860,6.56,,medical
51865,8.43,,medical
51880,4.21,,medical
51900,9.83,,medical
51920,8.43,,medical
51925,9.83,,medical
51940,5.62,,medical
51960,14.98,,medical
51980,8.43,,medical
51990,7.30,,medical
51992,7.21,,medical
51999,BR,,medical
52000,1.03,,medical
52001,1.55,,medical
52005,1.69,,medical
52007,1.87,,medical
52010,1.78,,medical
52204,1.78,,medical
52214,1.78,,medical
52224,1.87,,medical
52234,2.81,,medical
52235,4.68,,medical
52240,6.56,,medical
52250,2.15,,medical
52260,1.69,,medical
52265,1.78,,medical
52270,2.06,,medical
52275,2.53,,medical
52276,3.47,,medical
52277,2.62,,medical
52281,1.69,,medical
52282,1.78,,medical
52283,1.64,,medical
52285,2.11,,medical
52287,2.60,,medical
52290,1.87,,medical
52300,2.53,,medical
52301,2.53,,medical
52305,2.53,,medical
52310,1.87,,medical
52315,3.09,,medical
52317,3.84,,medical
52318,5.15,,medical
52320,3.51,,medical
52325,6.09,,medical
52327,3.75,,medical
52330,2.62,,medical
52332,2.53,,medical
52334,2.34,,medical
52341,3.84,,medical
52342,4.21,,medical
52343,4.21,,medical
52344,4.64,,medical
52345,4.64,,medical
52346,5.10,,medical
52351,4.21,,medical
52352,7.49,,medical
52353,9.37,,medical
52354,5.06,,medical
52355,5.99,,medical
52356,3.80,,medical
52400,4.21,,medical
52402,2.81,,medical
52441,10.38,,medical
52442,7.95,,medical
52450,3.65,,medical
52500,4.68,,medical
52601,7.77,,medical
52630,8.43,,medical
52640,4.50,,medical
52647,7.46,,medical
52648,8.10,,medical
52649,9.37,,medical
52700,3.47,,medical
53000,1.12,,medical
53010,2.34,,medical
53020,0.94,,medical
53025,0.47,,medical
53040,1.40,,medical
53060,0.56,,medical
53080,1.40,,medical
53085,2.34,,medical
53200,0.94,,medical
53210,6.09,,medical
53215,7.49,,medical
53220,4.68,,medical
53230,5.62,,medical
53235,5.62,,medical
53240,2.34,,medical
53250,5.15,,medical
53260,0.66,,medical
53265,1.40,,medical
53270,1.40,,medical
53275,1.87,,medical
53400,4.68,,medical
53405,6.56,,medical
53410,7.49,,medical
53415,8.43,,medical
53420,8.43,,medical
53425,8.43,,medical
53430,6.56,,medical
53431,8.43,,medical
53440,8.43,,medical
53442,2.81,,medical
53444,6.13,,medical
53445,7.21,,medical
53446,5.90,,medical
53447,6.56,,medical
53448,9.11,,medical
53449,4.68,,medical
53450,1.87,,medical
53460,2.06,,medical
53500,5.53,,medical
53502,4.68,,medical
53505,4.68,,medical
53510,6.09,,medical
53515,9.37,,medical
53520,3.28,,medical
53600,0.28,,medical
53601,0.21,,medical
53605,0.66,,medical
53620,0.40,,medical
53621,0.32,,medical
53660,0.23,,medical
53661,0.19,,medical
53665,0.54,,medical
53850,18.73,,medical
53852,17.79,,medical
53855,5.81,,medical
53860,11.33,,medical
53899,BR,,medical
54000,0.52,,medical
54001,0.75,,medical
54015,1.22,,medical
54050,0.33,,medical
54055,0.56,,medical
54056,0.59,,medical
54057,1.87,,medical
54060,1.22,,medical
54065,2.53,,medical
54100,0.56,,medical
54105,1.03,,medical
54110,3.93,,medical
54111,5.81,,medical
54112,7.68,,medical
54115,2.58,,medical
54120,4.68,,medical
54125,5.62,,medical
54130,11.24,,medical
54135,14.05,,medical
54150,0.54,,medical
54160,0.61,,medical
54161,1.80,,medical
54162,0.61,,medical
54163,0.61,,medical
54164,0.61,,medical
54200,0.33,,medical
54205,3.28,,medical
54220,1.22,,medical
54230,0.98,,medical
54231,1.55,,medical
54235,0.59,,medical
54240,0.75,$85/15$,medical
54250,0.94,$85/15$,medical
54300,4.96,,medical
54304,6.09,,medical
54308,7.49,,medical
54312,8.43,,medical
54316,9.37,,medical
54318,4.68,,medical
54322,5.85,,medical
54324,7.96,,medical
54326,8.99,,medical
54328,10.58,,medical
54332,9.74,,medical
54336,11.19,,medical
54340,5.62,,medical
54344,7.49,,medical
54348,8.52,,medical
54352,12.64,,medical
54360,6.18,,medical
54380,5.62,,medical
54385,9.37,,medical
54390,11.24,,medical
54400,8.24,,medical
54401,10.21,,medical
54405,7.21,,medical
54406,5.90,,medical
54408,5.62,,medical
54410,6.56,,medical
54411,9.11,,medical
54415,4.68,,medical
54416,5.01,,medical
54417,7.26,,medical
54420,6.56,,medical
54430,6.56,,medical
54435,3.75,,medical
54437,6.15,,medical
54438,12.19,,medical
54440,5.15,,medical
54450,0.61,,medical
54500,0.56,,medical
54505,1.87,,medical
54512,2.81,,medical
54520,3.28,,medical
54522,3.28,,medical
54530,4.68,,medical
54535,5.34,,medical
54550,3.75,,medical
54560,5.34,,medical
54600,4.21,,medical
54620,2.13,,medical
54640,5.34,,medical
54650,5.71,,medical
54660,1.87,,medical
54670,3.68,,medical
54680,4.68,,medical
54690,5.34,,medical
54692,5.34,,medical
54699,BR,,medical
54700,1.26,,medical
54800,0.56,,medical
54830,2.34,,medical
54840,3.56,,medical
54860,3.75,,medical
54861,5.64,,medical
54865,0.94,,medical
54900,4.68,,medical
54901,6.86,,medical
55000,0.44,,medical
55040,3.75,,medical
55041,5.81,,medical
55060,2.81,,medical
55100,0.54,,medical
55110,2.81,,medical
55120,1.59,,medical
55150,4.68,,medical
55175,3.75,,medical
55180,5.62,,medical
55200,1.92,,medical
55250,1.87,,medical
55300,2.06,,medical
55400,7.96,,medical
55500,2.81,,medical
55520,2.81,,medical
55530,4.40,,medical
55535,4.68,,medical
55540,4.45,,medical
55550,4.68,,medical
55559,BR,,medical
55600,3.75,,medical
55605,6.09,,medical
55650,9.37,,medical
55680,9.37,,medical
55700,1.17,,medical
55705,4.21,,medical
55706,3.75,,medical
55720,4.21,,medical
55725,5.43,,medical
55801,8.43,,medical
55810,12.17,,medical
55812,14.52,,medical
55815,17.33,,medical
55821,9.37,,medical
55831,9.37,,medical
55840,12.17,,medical
55842,12.17,,medical
55845,15.92,,medical
55860,3.75,,medical
55862,6.37,,medical
55865,11.24,,medical
55866,12.17,,medical
55870,1.96,,medical
55873,5.62,,medical
55874,30.62,,medical
55875,4.68,,medical
55876,0.84,,medical
55899,BR,,medical
55920,2.81,,medical
55970,BR,,medical
55980,BR,,medical
56405,0.70,,medical
56420,0.80,,medical
56440,2.58,,medical
56441,0.52,,medical
56442,0.47,,medical
56501,0.80,,medical
56515,2.72,,medical
56605,0.61,,medical
56606,0.30,,medical
56620,5.43,,medical
56625,7.30,,medical
56630,9.37,,medical
56631,11.71,,medical
56632,14.05,,medical
56633,11.71,,medical
56634,14.61,,medical
56637,16.06,,medical
56640,14.52,,medical
56700,1.87,,medical
56740,2.43,,medical
56800,2.81,,medical
56805,2.72,,medical
56810,2.81,,medical
56820,0.70,,medical
56821,1.05,,medical
57000,2.34,,medical
57010,2.58,,medical
57020,0.70,,medical
57022,0.94,,medical
57023,0.94,,medical
57061,1.40,,medical
57065,2.81,,medical
57100,0.56,,medical
57105,1.38,,medical
57106,4.87,,medical
57107,6.09,,medical
57109,8.66,,medical
57110,6.09,,medical
57111,7.59,,medical
57112,10.77,,medical
57120,5.43,,medical
57130,2.43,,medical
57135,1.87,,medical
57150,0.16,,medical
57155,4.40,,medical
57156,1.87,,medical
57160,0.19,,medical
57170,0.20,,medical
57180,0.84,,medical
57200,2.81,,medical
57210,3.04,,medical
57220,3.51,,medical
57230,3.28,,medical
57240,4.21,,medical
57250,4.03,,medical
57260,6.09,,medical
57265,7.02,,medical
57267,2.62,,medical
57268,4.68,,medical
57270,5.24,,medical
57280,6.56,,medical
57282,6.56,,medical
57283,5.99,,medical
57284,6.93,,medical
57285,4.96,,medical
57287,5.15,,medical
57288,7.21,,medical
57289,6.56,,medical
57291,5.62,,medical
57292,10.30,,medical
57295,4.92,,medical
57296,8.05,,medical
57300,5.62,,medical
57305,7.96,,medical
57307,8.43,,medical
57308,7.02,,medical
57310,6.79,,medical
57311,10.30,,medical
57320,6.79,,medical
57330,7.49,,medical
57335,4.21,,medical
57400,1.17,,medical
57410,0.84,,medical
57415,1.10,,medical
57420,0.70,,medical
57421,1.05,,medical
57423,6.56,,medical
57425,6.56,,medical
57426,5.99,,medical
57452,0.70,,medical
57454,1.05,,medical
57455,0.49,,medical
57456,0.56,,medical
57460,2.95,,medical
57461,2.95,,medical
57500,0.94,,medical
57505,0.56,,medical
57510,0.84,,medical
57511,0.80,,medical
57513,2.81,,medical
57520,3.37,,medical
57522,3.37,,medical
57530,2.67,,medical
57531,13.28,,medical
57540,5.62,,medical
57545,7.02,,medical
57550,4.21,,medical
57555,6.56,,medical
57556,5.06,,medical
57558,1.08,,medical
57700,3.28,,medical
57720,2.76,,medical
57800,0.49,,medical
58100,0.66,,medical
58110,0.52,,medical
58120,2.58,,medical
58140,6.70,,medical
58145,6.09,,medical
58146,8.05,,medical
58150,9.13,,medical
58152,11.71,,medical
58180,8.43,,medical
58200,11.10,,medical
58210,17.79,,medical
58240,19.67,,medical
58260,8.80,,medical
58262,9.46,,medical
58263,10.30,,medical
58267,11.24,,medical
58270,9.74,,medical
58275,9.83,,medical
58280,10.77,,medical
58285,11.71,,medical
58290,10.58,,medical
58291,11.33,,medical
58292,12.36,,medical
58293,13.49,,medical
58294,11.71,,medical
58300,0.75,,medical
58301,0.28,,medical
58321,0.61,,medical
58322,0.70,,medical
58323,0.52,,medical
58340,0.84,,medical
58345,2.43,,medical
58346,4.68,,medical
58350,0.84,,medical
58353,4.40,,medical
58356,2.62,,medical
58400,5.53,,medical
58410,7.49,,medical
58520,4.68,,medical
58540,7.02,,medical
58541,6.37,,medical
58542,7.02,,medical
58543,7.12,,medical
58544,7.96,,medical
58545,6.70,,medical
58546,8.05,,medical
58548,12.17,,medical
58550,9.46,,medical
58552,8.80,,medical
58553,10.58,,medical
58554,11.33,,medical
58555,2.72,,medical
58558,4.40,,medical
58559,5.24,,medical
58560,5.71,,medical
58561,6.74,,medical
58562,5.06,,medical
58563,7.49,,medical
58565,6.56,,medical
58570,7.02,,medical
58571,7.87,,medical
58572,8.43,,medical
58573,9.83,,medical
58575,16.86,,medical
58578,BR,,medical
58579,BR,,medical
58600,4.40,,medical
58605,3.79,,medical
58611,2.11,,medical
58615,4.21,,medical
58660,6.84,,medical
58661,6.56,,medical
58662,7.49,,medical
58670,4.21,,medical
58671,4.21,,medical
58672,10.77,,medical
58673,9.83,,medical
58674,7.22,,medical
58679,BR,,medical
58700,5.62,,medical
58720,6.56,,medical
58740,6.84,,medical
58750,11.24,,medical
58752,10.30,,medical
58760,10.77,,medical
58770,9.83,,medical
58800,3.47,,medical
58805,5.06,,medical
58820,4.26,,medical
58822,5.62,,medical
58825,5.62,,medical
58900,5.06,,medical
58920,5.62,,medical
58925,6.09,,medical
58940,6.09,,medical
58943,10.02,,medical
58950,9.37,,medical
58951,14.89,,medical
58952,18.08,,medical
58953,22.66,,medical
58954,24.63,,medical
58956,14.80,,medical
58957,15.55,,medical
58958,17.23,,medical
58960,10.30,,medical
58970,4.21,,medical
58974,1.50,,medical
58976,5.24,,medical
58999,BR,,medical
59000,0.94,,medical
59001,1.87,,medical
59012,2.15,,medical
59015,1.19,,medical
59020,0.56,$85/15$,medical
59025,0.47,$85/15$,medical
59030,0.56,,medical
59050,0.70,,medical
59051,0.28,,medical
59070,3.93,,medical
59072,4.68,,medical
59074,3.75,,medical
59076,4.68,,medical
59100,6.18,,medical
59120,7.02,,medical
59121,6.84,,medical
59130,6.56,,medical
59135,7.87,,medical
59136,7.68,,medical
59140,5.06,,medical
59150,6.84,,medical
59151,7.77,,medical
59160,2.43,,medical
59200,0.82,,medical
59300,1.76,,medical
59320,3.28,,medical
59325,4.68,,medical
59350,5.15,,medical
59400,8.43,,medical
59409,4.40,,medical
59410,4.87,,medical
59412,1.64,,medical
59414,1.31,,medical
59425,1.19,,medical
59426,3.56,,medical
59430,0.47,,medical
59510,10.11,,medical
59514,6.04,,medical
59515,6.51,,medical
59525,3.37,,medical
59610,9.30,,medical
59612,4.85,,medical
59614,5.36,,medical
59618,11.17,,medical
59620,6.67,,medical
59622,7.19,,medical
59812,2.53,,medical
59820,2.62,,medical
59821,3.04,,medical
59830,3.75,,medical
59840,3.00,,medical
59841,3.18,,medical
59850,4.59,,medical
59851,4.87,,medical
59852,6.18,,medical
59855,3.42,,medical
59856,3.70,,medical
59857,6.18,,medical
59866,7.52,,medical
59870,3.00,,medical
59871,0.82,,medical
59897,BR,,medical
59898,BR,,medical
59899,BR,,medical
60000,0.56,,medical
60100,0.75,,medical
60200,5.15,,medical
60210,7.02,,medical
60212,7.96,,medical
60220,6.84,,medical
60225,8.52,,medical
60240,8.43,,medical
60252,12.17,,medical
60254,14.98,,medical
60260,7.77,,medical
60270,9.83,,medical
60271,8.43.,,medical
60280,5.62,,medical
60281,5.90,,medical
60300,0.94,,medical
60500,8.62,,medical
60502,9.46,,medical
60505,11.24,,medical
60512,1.72,,medical
60520,9.65,,medical
60521,9.83,,medical
60522,12.22,,medical
60540,9.13,,medical
60545,11.71,,medical
60600,9.37,,medical
60605,10.77,,medical
60650,8.86,,medical
60659,BR,,medical
60699,BR,,medical
61000,0.91,,medical
61001,0.64,,medical
61020,1.00,,medical
61026,1.00,,medical
61050,0.91,,medical
61055,1.45,,medical
61070,0.82,,medical
61105,4.55,,medical
61107,5.91,,medical
61108,9.09,,medical
61120,4.55,,medical
61140,10.00,,medical
61150,10.00,,medical
61151,1.36,,medical
61154,11.36,,medical
61156,10.00,,medical
61210,6.09,,medical
61215,5.91,,medical
61250,5.91,,medical
61253,9.09,,medical
61304,13.27,,medical
61305,14.55,,medical
61312,15.46,,medical
61313,16.36,,medical
61314,13.64,,medical
61315,15.46,,medical
61316,3.45,,medical
61320,15.91,,medical
61321,14.55,,medical
61322,15.91,,medical
61323,19.09,,medical
61330,12.46,,medical
61332,12.91,,medical
61333,13.82,,medical
61340,9.18,,medical
61343,23.09,,medical
61345,8.64,,medical
61450,14.55,,medical
61458,18.27,,medical
61460,17.55,,medical
61480,10.55,,medical
61500,15.00,,medical
61501,11.82,,medical
61510,20.46,,medical
61512,20.46,,medical
61514,17.27,,medical
61516,17.27,,medical
61517,0.91,,medical
61518,20.46,,medical
61519,21.18,,medical
61520,21.18,,medical
61521,22.91,,medical
61522,17.27,,medical
61524,17.27,,medical
61526,18.18,,medical
61530,19.09,,medical
61531,11.09,,medical
61533,17.73,,medical
61534,18.46,,medical
61535,11.82,,medical
61536,18.18,,medical
61537,15.64,,medical
61538,16.82,,medical
61539,19.55,,medical
61540,19.09,,medical
61541,22.73,,medical
61543,18.18,,medical
61544,15.91,,medical
61545,22.73,,medical
61546,19.55,,medical
61548,18.64,,medical
61550,11.36,,medical
61552,13.64,,medical
61556,13.27,,medical
61557,15.91,,medical
61558,16.36,,medical
61559,19.55,,medical
61563,17.91,,medical
61564,21.55,,medical
61566,18.73,,medical
61567,21.37,,medical
61570,20.37,,medical
61571,20.37,,medical
61575,14.09,,medical
61576,15.00,,medical
61580,11.36,,medical
61581,15.91,,medical
61582,16.36,,medical
61583,17.27,,medical
61584,11.36,,medical
61585,15.91,,medical
61586,11.36,,medical
61590,36.15,,medical
61591,37.91,,medical
61592,17.09,,medical
61595,15.18,,medical
61596,16.36,,medical
61597,21.09,,medical
61598,13.64,,medical
61600,15.09,,medical
61601,16.18,,medical
61605,17.09,,medical
61606,22.82,,medical
61607,21.37,,medical
61608,24.82,,medical
61610,18.36,,medical
61611,4.55,,medical
61612,17.18,,medical
61613,24.37,,medical
61615,18.73,,medical
61616,25.55,,medical
61618,13.64,,medical
61619,21.82,,medical
61623,7.55,,medical
61624,15.46,,medical
61626,10.64,,medical
61630,12.73,,medical
61635,14.55,,medical
61640,10.91,,medical
61641,5.45,,medical
61642,5.45,,medical
61645,6.93,,medical
61650,4.51,,medical
61651,1.92,,medical
61680,20.46,,medical
61682,24.55,,medical
61684,24.55,,medical
61686,29.46,,medical
61690,17.73,,medical
61692,21.27,,medical
61697,36.12,,medical
61698,39.56,,medical
61700,23.64,,medical
61702,25.91,,medical
61703,12.27,,medical
61705,20.46,,medical
61708,18.18,,medical
61710,7.27,,medical
61711,19.09,,medical
61720,17.09,,medical
61735,17.09,,medical
61750,16.36,,medical
61751,17.09,,medical
61760,16.36,,medical
61770,16.36,,medical
61781,2.73,,medical
61782,2.18,,medical
61783,2.27,,medical
61790,11.18,,medical
61791,11.18,,medical
61796,12.36.,,medical
61797,3.36,,medical
61798,12.36,,medical
61799,4.73,,medical
61800,2.36,,medical
61850,9.73,,medical
61860,13.64,,medical
61863,9.55,,medical
61864,4.73,,medical
61867,14.18,,medical
61868,7.09,,medical
61870,15.00,,medical
61880,15.27,,medical
61885,3.73,,medical
61886,4.00,,medical
61888,2.55,,medical
62000,9.64,,medical
62005,12.73,,medical
62010,14.91,,medical
62100,15.91,,medical
62115,18.52,,medical
62117,22.92,,medical
62120,13.64,,medical
62121,13.64,,medical
62140,11.73,,medical
62141,14.27,,medical
62142,8.18,,medical
62143,10.91,,medical
62145,14.55,,medical
62146,14.46,,medical
62147,17.73,,medical
62148,1.27,,medical
62160,1.63,,medical
62161,17.27,,medical
62162,17.27,,medical
62163,20.37,,medical
62164,20.46,,medical
62165,18.64,,medical
62180,11.09,,medical
62190,10.46,,medical
62192,10.46,,medical
62194,4.55,,medical
62200,15.91,,medical
62201,14.46,,medical
62220,11.36,,medical
62223,12.27,,medical
62225,5.91,,medical
62230,8.64,,medical
62252,0.76,$51/49$,medical
62256,5.36,,medical
62258,12.46,,medical
62263,3.18,,medical
62264,2.77,,medical
62267,2.00,,medical
62268,5.91,,medical
62269,5.00,,medical
62270,0.60,,medical
62272,0.82,,medical
62273,1.45,,medical
62280,1.36,,medical
62281,1.73,,medical
62282,1.82,,medical
62284,1.73,,medical
