code,description,rvu,fud,pctc_split,is_addon,is_mod51_exempt,is_state_specific,is_altered_cpt,is_br
19288,"Placement of breast localization device(s) (eg clip, metallic pellet, wire/needle, radioactive seeds), percutaneous; each additional lesion, including magnetic res- onance guidance (List separately in addition to code for primary procedure)",4.37,ZZZ,,False,False,False,False,False
19294,"Preparation of tumor cavity, with placement of a radiation therapy applicator for intraoperative radiation therapy (IORT) concurrent with partial mastectomy (List separately in addition to code for primary procedure)",1.25,ZZZ,,False,False,False,False,False
19296,"Placement of radiotherapy afterloading expandable catheter (single or multichan- nel) into the breast for interstitial radioelement application following partial mas- tectomy, includes imaging guidance; on date separate from partial mastectomy",35.02,000,,False,False,False,False,False
19297,"Placement of radiotherapy afterloading expandable catheter (single or multichan- nel) into the breast for interstitial radioelement application following partial mas- tectomy, includes imaging guidance; concurrent with partial mastectomy (List separately in addition to code for primary procedure)",0.7,ZZZ,,False,False,False,False,False
19298,"Placement of radiotherapy after loading brachytherapy catheters (multiple tube and button type) into the breast for interstitial radioelement application following (at the time of or subsequent to) partial mastectomy, includes imaging guidance",13.29,000,,False,False,False,False,False
19300,Mastectomy for gynecomastia,3.59,090,,False,False,False,False,False
19301,"Mastectomy, partial (eg, lumpectomy, tylectomy, quadrantectomy, segmentec- tomy);",2.78,090,,False,False,False,False,False
19302,"Mastectomy, partial (eg, lumpectomy, tylectomy, quadrantectomy, segmentec- tomy); with axillary lymphadenectomy",6.28,090,,False,False,False,False,False
"20240 Biopsy, non","bone, open; superficial (eg, sternum, spinous process, rib, patella, olecra- process, calcaneus, tarsal, metatarsal, carpal, metacarpal, phalanx)",,,,False,False,False,False,False
"Biopsy, bone, open; deep (eg, humeral shaft, ischium, femoral shaft)",2.90,,,,False,False,False,False,False
"Biopsy, vertebral body, open; thoracic",5.00,,,,False,False,False,False,False
"Biopsy, vertebral body, open; lumbar or cervical",3.00,,,,False,False,False,False,False
Injection of sinus tract; therapeutic (separate procedure),0.25,,,,False,False,False,False,False
Injection of sinus tract; diagnostic (sinogram),0.25,,,,False,False,False,False,False
Removal of foreign body in muscle or tendon sheath; simple,0.60,,,,False,False,False,False,False
Removal of foreign body in muscle or tendon sheath; deep or complicated,2.60,,,,False,False,False,False,False
"Injection, therapeutic (eg, local anesthetic, corticosteroid), carpal tunnel",0.31,,,,False,False,False,False,False
"Injection, enzyme (eg, collagenase), palmar fascial cord (ie, Dupuytren's contrac- ture)",0.75,,,,False,False,False,False,False
"Injection(s); single tendon sheath, or ligament, aponeurosis (eg, plantar ""fascia"")",0.44,,,,False,False,False,False,False
Injection(s); single tendon origin/insertion,0.44,,,,False,False,False,False,False
"Injection(s); single or multiple trigger point(s), 1 or 2 muscle(s)",0.47,,,,False,False,False,False,False
"Injection(s); single or multiple trigger point(s), 3 or more muscles",0.52,,,,False,False,False,False,False
Placement of needles or catheters into muscle and/or soft tissue for subsequent interstitial radioelement application (at the time of or subsequent to the proce- dure),2.17,,,,False,False,False,False,False
"Arthrocentesis, aspiration and/or injection, small joint or bursa (eg, fingers, toes); without ultrasound guidance",0.28,,,,False,False,False,False,False
